username,text,likes,created_at
shahram_yr,کامنت‌های این پست از پست اولیه خیلی هیجان‌انگیزتره! چون داستان‌های موفقیت و کامنت‌های جرأت‌مندانه هم شامل میشه 😍👌,10,"3/23/2022, 7:14:40 AM"
hossf,نميشه من برای داییم دنبال دیت باشم ؟  ی دل مهربون و دریایی داره 😍,11,"3/23/2022, 7:14:35 AM"
mahshid.alzh,@s.mortaza.m سوال فلسفي نپرس ديگه منظورم ميافت ديگه😁,1,"3/23/2022, 7:14:35 AM"
m_o_h_a_m_m_d_pv,@pariii_javidi 🙌,0,"3/23/2022, 7:13:16 AM"
mahshad_reza_zade,یلدا چقدر پستت رو دوست دارم.میدونی با خوندن کامنت ها به این فکر کردم که این آدم ها چقدر خودشونو دقیق میشناسن و من باید روی این قسمت خوب کار کنم😘,8,"3/23/2022, 8:08:03 AM"
dashtestani.graphic,من برم ی موز بردارم اینجاگزینه نیست براما 😁😁,1,"3/23/2022, 8:01:43 AM"
m.khojastehh,سلام.من مریم هستم.۳۷سالمه.ارشدگرافیک خوندم.ساکن شرق تهرانم.چیزایی که برام ارزش محسوب میشه مسئولیت پذیری و تعهدهست.بخصوص تعهد فرد اول بخودش.برام مهم هست که طرف مقابلم از لحاظ مالی و عاطفی فرد مستقل و بالغی باشه.خوشنام و محترم باشه.چون خودم در محیط کار و محل زندگیم خوشنام و معتبرهستم.برام مهمه علاوه بر انساندوستی حیوان دوست هم باشه.خودش رو یکپارچه از جامعه بدونه و نگه دیگران به منچه.من مستقلم،هنرمندم،نقاشی دوستدارم،ورزش رو دوستدارم،طراح هستم،سفر و دورهمی باادمهای پخته رو میپسندم.وقتم برام مهمه و ترجیح میدم هرجایی نرم و باهرکسی همنشین نشم،با افرادی باشم که ازشون یادبگیرم.,2,"3/23/2022, 8:00:52 AM"
melikamostoufi,سلام، سال نو مبارك 😊 مليكا م، ٣٦ سالمه، كارم انفورماتيكِ، اهل گردش و تفريح و فيلم و كار 😊 راستي تهرانم(مركز شهر)، دنبال كسي هستم كه قضاوت نكنه، درك كنه و دور هم نباشه😊كلا كه دوست دترم بتونيم با هم يه رابطه خوب بسازيم 😍,9,"3/23/2022, 7:53:59 AM"
rezaeemohsen1991,@ha_med168 امیدوارم توضیحات پیج رو کامل بخونی و با معرفی خودت بتونی با فردی آشنا بشی که با معیارهات بخونه و انتخاب خودت باشه برای همراه هم بودن,2,"3/23/2022, 7:50:25 AM"
parparia999,منم دنبال دوستم,6,"3/23/2022, 7:50:06 AM"
hading_,@elnazzjl منو ببریتو,2,"3/23/2022, 7:49:33 AM"
pouya_omidali,آره خیلی چیزا کلا شانسیه,3,"3/23/2022, 7:38:48 AM"
navid_belona,سن ک عدده ، انتخاب کن,2,"3/23/2022, 7:37:00 AM"
naki.taffy,@navid_belona 😂😂,2,"3/23/2022, 7:33:07 AM"
naki.taffy,@navid_belona ۳۷,3,"3/23/2022, 7:31:13 AM"
naki.taffy,@ashkanzohoorian 😂😅😂,2,"3/23/2022, 7:31:05 AM"
sky_lover7,@samira.rmzani8 کجا مازندارن هستید؟,1,"3/23/2022, 8:12:52 AM"
mahsa.m.bardi,@mynameismojiiii اگه دایرکت نداری نشد فکر کنم 😁 متاسفم‌ایشالله پست ِ بعدی,2,"3/23/2022, 8:12:04 AM"
mahshid.alzh,@s.mortaza.m مطمئني؟😁,0,"3/23/2022, 8:09:28 AM"
mahdirabani_qp,"@maryam______zare wow چه دختری
شما قصد اشنایی ندارید؟",0,"3/23/2022, 8:43:29 AM"
ashkanzohoorian,@caffemee خیلی طبیعیه که اینجوری بیشتر باهاشون آشنا میشی,1,"3/23/2022, 8:37:57 AM"
eli_vala,@niayesh_yn 👋☺️,1,"3/23/2022, 8:34:17 AM"
mahtabghalandarzadeh,مهتاب هستم،26سالمه از بندرعباس 😬🤦...,4,"3/23/2022, 8:27:21 AM"
m.o2276,@m.o2276 یلدا جان اگر من رو هم پین کنید ممنون میشم@yaldarta,1,"3/23/2022, 8:27:17 AM"
m.o2276,@m.o2276 به موسیقی بیش از هر چیز دیگه ای علاقه مندم و یادگیری رو خیلی زیاد دوست دارم و خواهان رابطه بلند مدت و با کیفیت و درک و احترام متقابل هستم,1,"3/23/2022, 8:25:37 AM"
m.o2276,@m.o2276 به کافه رفتن علاقه دارم ، با توجه به آنلاین بودن شغلم می تونم شهر دیگه ای غیر از اصفهان رو برا سکونت با پارتنرم انتخاب کنم و البته هدفم مهاجرت از ایران هست ، زبان انگلیسی در حد بالاتر از متوسط بلدم و همیشه در حال یادگیری و به روز نگه داشتن معلومات خودم هستم ، خیلی خوشحال میشم با ی مرد همجنسگرا با روحیات مشابه و مثبت و البته اهل زندگی مشترک و رابطه پایدار و بلند مدت آشنا بشم ، که اگه پیداش کنم تمام تلاشم رو برای خوشحالیش به کار می برم ، از دوستان خارج از ایران هم استقبال می کنم چون هدف خودم هم مهاجرت هست,1,"3/23/2022, 8:24:13 AM"
m.o2276,سلام؛من یک مرد ۳۰ ساله همجنسگرا ساکن شهر اصفهانم،طراح سایت و متخصص سئو هستم.درونگرا اما خواهان روابط مثبت اجتماعی اهل کتاب خوانی و سفر هستم عاشق طبیعت هستم ، و به کافه رفتن علاقه را,7,"3/23/2022, 8:20:12 AM"
zeynab._.aghayari,دوباره دوباره🤣🤣@fateme.ra7778 .@razieh.rezaeii4,2,"3/23/2022, 8:19:13 AM"
s.mortaza.m,@mahshid.valizadehh از چی؟,0,"3/23/2022, 8:16:30 AM"
samira.rmzani8,@sky_lover7 بهشهر,2,"3/23/2022, 8:16:16 AM"
nyaz1982,@afsaneh_talebi73 منم ببر دوتایی لذت ببریم😁,2,"3/23/2022, 8:15:04 AM"
ghazale_kalani,یلدا جون میشه پست بعدی بزارین اونایی که همو پیدا کردن بیان بگن 😊,7,"3/23/2022, 9:07:58 AM"
mohammadnafeirahmani,@soro0or_ خودتون دوتا اول به هم معرفی کنید,0,"3/23/2022, 9:06:53 AM"
zahra.zargar96,@m_o_h_a_m_m_d_pv خدایی گرفتی مارو؟؟؟,1,"3/23/2022, 9:05:29 AM"
mahshid.alzh,@s.mortaza.m 🤦‍♀️اشتباه شده,0,"3/23/2022, 9:04:20 AM"
mr.bihal,سلام ، محمد رضا هستم  ۲۳ سالمه ساکن غرب تهران ، رشتم روانشناسیه شغلم طراحی طلا ، به کتاب خوندن و نوشتن علاقه مندم ، شدید اهل فیلم و سریال و انیمه 😁 ، درونگرام ولی از اون تایپا که با کسی گرم بشم پر حرف میشم😂 ، تا الان کلا توی رابطه جدی و یا غیر جدی نبودم برای همین زیاد وارد نیستم توی اینجور کارا و در کل خوشحال میشم با کسی هم صحبت بشم ، من هدفم پیدا کردن ادمیه که بتونم علایق و آرزو هام رو باهاش به اشتراک بذارم و درمورد اون هم بشنونم. 😬. در ضمن اکانت فیکه ولی چک میکنم,6,"3/23/2022, 9:00:04 AM"
angel___girl777,نگین هستم😊۱۰۰ البته که اکانت فیکه🙄 ۳۱ سالمه و متولد و ساکن تهران…کارشناسی ارشد هستم و شاغل👩‍💼شوخ طبع، شیطون و پر انرژی و طبیعتا انتظار دارم طرف مقابلم هم همچین ویژگی‌هایی داشته باشه🤗دختر مستقلی هستم و علاقه‌مند به پیشرفت👩‍🏫به فکر مهاجرت و در تلاش برای اقدام کردن در این زمینه✈️ظاهر برام مهمه و قد بلند هم آپشنه😜دوست دارم طرف مقابلم هم ویژگی‌های مشابهی داشته باشه😊ترجیح میدم طرف مقابلم از خودم بزرگتر باشه✌🏻,5,"3/23/2022, 8:59:50 AM"
ashkanzohoorian,@simsim.bbz حتما سیو کن که رفتی برگشتی نیای از اول 😂😂😂😂,1,"3/23/2022, 8:58:17 AM"
mahsa.m.bardi,@pinkpointdesign چه آتیشی داری میسوزونی زیر این پست اول سالی 🤣🤣🤣,1,"3/23/2022, 8:58:05 AM"
mahdi.khoshghamat,سلام. من چون خیلی خوبم چیزی نمیگم تا چشم نخورم. 😂😂😂❤️,5,"3/23/2022, 8:55:10 AM"
faezeh.mohammadib,بیا با هم دوست شیم😍☺️,1,"3/23/2022, 8:53:34 AM"
behnam.m1988,"ما برای چیزهای اشتباه ارزش قائلیم  و همین باعث میشه تمام زندگی‌مون سر و ته بشه
درباره این باید خیلی فکر کنیم",3,"3/23/2022, 8:49:21 AM"
ashkanzohoorian,@mahboube.beikzadeh عرض نمیکنم,0,"3/23/2022, 8:47:22 AM"
mahboob13851385,منم هستم تهران هستم و تنهام,7,"3/23/2022, 9:12:59 AM"
dey.nasrin,سلام. سال نو مبارک. اینجا دیتی برای یه دختر متولد ۶۰ هم پیدا میشه؟ 🤗😉,4,"3/23/2022, 9:09:42 AM"
moooohaaa227,سلام من محمدم ۲۳ سالمه و اهل سمنانم چند وقت کامنت هارو خوندم و دیدم هیچ کس از شهرمن نیست😢 پس تصمیم گرفتم خودم با پیج فیک کامنت بزارم اگر بخوام از خودم بگم یه اردیبهشتی درونگرا که زبان درس میده و دادم برای ارشد درس میخونم دیگه نمیدونم چی بگم برای اطلاعات بیشتر به دایرکت مراجعه شود😂,1,"3/23/2022, 9:34:49 AM"
am.ir87321,سلام.من حسین هستم. ۳۵ سالمه خوشحالم از آشنایی باشما و این پیج. و پیجم فیکه. از مشهد هستم از خودم بگم معماری خوندم وعاشق کار ورشتم هستم مشغول بکارم تویه شرکت خصوصی و در کنارش کارای شخصی برمیدارم . اهل تفریحم . طبیعتگردی پیاده روی دوچرخه هستم دود و دخانیات و مشروب خوشم نمیاد. مذهبی معمولی هستم.حیوانات دوست دارم .فیلم میبینم و به هنر. معماری. موسیقی و روانشناسی علاقمندم. ودرونگرا هستم . اما از کسی خوشم بیاد باهاش راحتم.  میخوام پارتنرم مثل خودم باشه که باهم خوش باشیم و مکمل هم باشیم . آدمها تو رابطه شکل میگیرن .اوقات خوش آن بود که با دوست بسر شد. 🙏🙏,9,"3/23/2022, 9:32:41 AM"
samira__saadatmand,🚶🚶,3,"3/23/2022, 9:31:18 AM"
marzi_mdian,چقدر بعضی کیس ها خوبن..😂ادم دوس داره دوتا دوتا برداره,21,"3/23/2022, 9:29:59 AM"
mahx.125,سلام.من مهشادم.۲۲ سالمه.برونگرام.عاشق استارتاپ ها وتوی این حوزه فعالیت دارم.مهم ترین بعد زندگی من در حال حاضر کار هست وکار کردن بهم احساس ارزشمندی میده گرچه که این تفکر کاملا درست نیست و با تراپیستم نزدیک به یک ساله روی عزت نفس کار می کنیم.کتاب میخونم ولی ادعای کتاب خون بودن رو ندارم.روانشناسی و فروید و تحلیل برام جذابه.اعتقادی به نیمه گمشده ندارم و معقتدم منطق مهم ترین ابزاره و همه نوع آهنگ گوش میدم 😅از نقاط ضعف بگم توی اعلام ناراحتیام لنگ میزنم.یکم توی گوش دادن به ادما خوب نیستم 😅 ولی دارم روش کار میکنم و صبور نبودن هم گاهی وقتا مانع رشدمه.من مشهدم و این پیج فیکه و اهل لانگ دیستنس نیستم و احتمالا هنوز نقاط ضعفی دارم که ناشناخته است🙌,2,"3/23/2022, 9:23:31 AM"
civil_mason,@one_beautiful.soul سلام . من از اهوازم‌ خوشحال میشم آشنا بشیم.,2,"3/23/2022, 9:23:25 AM"
fakeaccount1236547,"سلام من یک دختر 32 ساله ساکن اهوازم
دکترا میخونم، کار میکنم و اهداف خیلی بزرگی توی سرم دارم که دارم براشون تلاش میکنم.
آدم درونگرا و آرومی هستم، سعی میکنم با آدمها مهربون باشم و کسی رو قضاوت نکنم. مستقل هستم و اجازه نمیدم چیزی این استقلال رو از من بگیره چون خیلی برام ارزشمنده. 
تفریحاتم کتاب، پادکست، فیلم، سینما، خیابون گردی و خرید هست. البته خیلی براشون وقت ندارم، اگر فرصتی باشه از این موارد لذت میبرم. 
از بیکاری، هدف نداشتن و بلاتکلیفی بیزارم، خودم همیشه کلی هدف دارم و در حال تلاش برای رسیدن بهشون هستم، در واقع یک تلاش آهسته و پیوسته دارم. دوست دارم طرف مقابل هم اینطور باشه و آدم منفعلی نباشه. 
از طرف مقابل انتظار دارم که خیلی صادق باشه، اهل گفتگو باشه و مشکلات رو با گفتگو حل کنیم، خیلی متعهد باشه، خسیس نباشه، مهربون باشه، روحیه انسان دوستی داشته باشه، اهل تمسخر و توهین و سرزنش دیگران نباشه، شوخ طبع و بانمک باشه. رابطه خوبی با خانوادش داشته باشه.
اهداف شخصیم خیلی برام مهمه و میخوام فرد مقابل حامی من باشه برای رسیدن بهشون (صرفا از نظر روحی، باقیشو خودم میتونم) و مانعم نشه.
و نهایتا اینکه فرد مورد نظر تحصیلات متناسب با من داشته باشه، قد بلند، لاغر و با چهره بانمک باشه.",5,"3/23/2022, 9:22:35 AM"
haniko.shapoor,من صبا هستم، ۲۹ سالمه، ساکن تهران، رشته شهرسازی خوندم توی کار دکوراسیون داخلی هستم و در شرکت بیمه مشغول به کارم، عاشق مهمونی و مسافرت و طبیعت هستم، شخصیت آروم و ساکتی دارم، به رابطه لانگ دیستنس هم علاقه‌ای ندارم، زندگی مستقلی دارم، فعلا دنبال رابطه ازدواجی نیستم. 🙂,8,"3/23/2022, 9:20:15 AM"
fatemehmaddahi,من دیت نمیخوام ولی دوست دارم  کسایی که خرم آباد زندگی میکنن و توی پیج یلدا هستن رو پیدا کنم. اینجوری که توی کامنتا مشخصه اکثرا به روانشناسی، فلسفه، سفر، و حامعه شناسی علاقه داریم، خیلی خوب میشه بتونیم همدیگه رو پیدا کنیم، میتینگ های دسته جمعی بذاریم، اگه جور شد با هم سفر بریم، هیچ شرط سنی و سلیقه ای و غیره ای هم وجود نداره، همه میتونیم از هم ایده بگیریم. لطفا فقط آدمای سکسیست توی پیج من نیان 😂مرسی اه😂😂,3,"3/23/2022, 9:15:30 AM"
mohammadnafeirahmani,@samira_rsht71 من کتاب نمیخونم دیگه. راضی باش😂,0,"3/23/2022, 9:14:38 AM"
rihannah__english,@_july_25th ممنونم عزیزم.منم سوم تیرماهم😍❤️,1,"3/23/2022, 9:14:38 AM"
mohammadnafeirahmani,همه چیز از دید زدن‌های ساده شروع میشه😂,2,"3/23/2022, 9:13:53 AM"
mosn.p,@mobina_traveller ععع به سلامتی،، مبارکه,0,"3/23/2022, 9:50:12 AM"
mahx.125,@drn_hamed مشهد هستم,0,"3/23/2022, 9:47:41 AM"
taheryaritaher,سلام  ۳۸ ساله ساکن تهران هرکی کباب دوست داره بیاد 😍🔥,2,"3/23/2022, 9:47:28 AM"
soudabe_bazargan,@emrankarimizade رفیق واقعی شمایی😂😂😂,0,"3/23/2022, 9:46:11 AM"
pouria_tayarzadeh,دنبال یک دوست معمولی وساده هستم فقط، پوریا سی و یک، قزوین، مسلط به زبان انگلیسی و المانی، فوق لیسانس آی تی، دوستدار شدید محیط زیست و حیوانات، خوش اخلاق، پر انرژی، درحال سپری کردن دوره دپرسی، خلاصه تو دوستی با من بهتون خوش میگذره، راستی تو دوستی با من جنسیت رو فراموش کنید. روزاتون بهاری 🙃,6,"3/23/2022, 9:45:02 AM"
m_o_h_a_m_m_d_pv,@zahra.zargar96 نه چرا😂,0,"3/23/2022, 9:44:44 AM"
civil_mason,سلام. من امین هستم از اهواز. اگه همشهری کسی هست ممنون میشم بقیه مکالمه رو در دایرکت داشته باشیم,4,"3/23/2022, 9:44:03 AM"
drn_hamed,@mahx.125 کدوم شهر هستید؟,0,"3/23/2022, 9:42:27 AM"
bahar.key.van,سلام یلدا جان من یه خواهش داشتم‌که البته تو‌دایرکتم بهتون گفتم اینکه کاشکی میشد یه پستم باشه واسه کسانی که ازدواج کردن و دنبال دوستهای خانوادگی میگردن که علایق و سلایق نزدیک به هم داشته باشن به نظر من که دوستی که هم فکر هم سخن باشه باهات این روزها  خیلی سخته...,8,"3/23/2022, 9:42:21 AM"
maryb0z0rgmehr,"سلام :) من مریم هستم و با اجازه جمع شهامت پیدا کردم خودم رو اینجا معرفی کنم 🙆🏻‍♀️
متولد تیر ۶۹ هستم و قد ۱۷۳ و وزنم متعادل.لیسانس خوندم و شاغلم و مستقل.نگرش من به رابطه رشد دو طرفه است در مسیری که دو نفر طی میکنند :) تمایل دارم با فردی از شهر خودم آشنا شم :) بله من جنوبیوم و آبودانی بقیشم به خودش میگم 😍 اها اینم بگم صداقت و تعهد برای من خیلی مهمه 🙌☺️ با ارزوی موفقیت برای تمامی عزیزان حاضر در صحنه :)",4,"3/23/2022, 9:37:12 AM"
tryintobenormal,@tryintobenormal زبان*,0,"3/23/2022, 9:36:08 AM"
tryintobenormal,من زهرا هستم. بیست و پنج سالمه. ارشد آموزش زیان انگلیسی می‌خونم و معلمم. ساکن رشتم. درونگرا و کم‌صحبتم ولی نسبتا شوخم. دوست دارم وقتم رو به فیلم و سریال دیدن و کتاب خوندن بگذرونم البته نه به این معنی که از بیرون رفتن لذت نمی‌برم. هدفم از رابطه رشد و خودشناسیه و دنبال رابطه‌های الکی و دو روزه نیستم. قصد مهاجرت ندارم. مذهبی نیستم. دوست دارم طرف مقابلم به رشد شخصی خودش اهمیت بده و همه‌چی براش در گشت و گذار و فان خلاصه نشده باشه، غلط املایی هم نداشته باشه که چه بهتر.😂مچکرم.,3,"3/23/2022, 9:35:45 AM"
soudabe_bazargan,@abolfazl.38 😂,1,"3/23/2022, 9:57:44 AM"
soudabe_bazargan,@reyhane_khnlr 😂,1,"3/23/2022, 9:56:16 AM"
mehregan_sh,سلام سال نو مبارک مهرگان هستم 25 سالمه ساکن استان قزوینم دانشجوی ترم اخر ارشد مهندسی پزشکی هستم و امیدوارم دکترا قبول بشم . عاشق کتاب مخصوصا رمان و فیلم و سریال بخصوص کاراگاهی و انیمه و... هستم و برون گرا و خونگرم هستم ولی در نگاه اول خجالتیم و سعی می کنم در حال زندگی کنم و مذهبی هم نیستم . مخالف سیگار و مشروب و... هستم. در حال حاضر دارم کلاس زبان می رم و برای پایان نامه ام تلاش می کنم. خیلی برام مهمه که طرف مقابلم با ادب و پایبند اصول اخلاقی باشه و علایق یکسانی داشته باشیم و برای اینده تا حدودی برنامه داشته باشه.,1,"3/23/2022, 9:55:40 AM"
rojan.khaledi,🥰چقدر کیف میده کامنتا😆🤍🤍,2,"3/23/2022, 9:55:40 AM"
am.ir87321,@hosse.in6582 خب من که همش از خودم تعریف کردم بقیه جنبه هارم بگم اینکه یکم تنبلم و خواب دوست دارم . زود عصبی میشم و سکوت میکنم و زود هم آروم میشم و خوشبختانه کینه ای نیستم,1,"3/23/2022, 9:53:23 AM"
soudabe_bazargan,@reyhaonee 😂,1,"3/23/2022, 9:53:01 AM"
_maha_fmn,"Light is easy to love, show me your darkness",3,"3/23/2022, 9:52:58 AM"
mahboube.beikzadeh,@ashkanzohoorian 😂😂,1,"3/23/2022, 10:23:04 AM"
saharnazttt,@emrankarimizade حقیقتا فان معرفیت بیشتر از کار خیر بود😂😂😂😂,0,"3/23/2022, 10:19:53 AM"
soudabe_bazargan,آخ آخ اشتباه بک رو زدم گم کردم کامنتا رو... خیلی خوب بودن،جالب اینکه بعضیا دوستاشونو معرفی کرده بودن... جواب های خوب به سوال های چالشی مث چرا آدما توی سن های بالا تنهان هنوز... بعضی ها گرایش جنسیشونو با صراحت گفته بودن و امیدوارم اونا بخصوص یارشونو پیدا کنن، خلاصه کیف کردم.,6,"3/23/2022, 10:19:38 AM"
sara.sherafatii,این کامنتی که استوری کردی نوشته بود( دیت من کوش) این آهنگ تو ذهنم پلی شد دیت من کوش کوش کوش٫ کجا در رفت وووش ووش وووش 😂😂😂,6,"3/23/2022, 10:19:07 AM"
farzane.taheris,سلام من متاهلم ولی دنبال یه پارتنر زبان و یه نفر که همو تشویق کنیم تا به هدف که مهاجرته نزدیکتر بشیم میگردم یه دختر خوب که عاشق کتابخونی ام باشه و باهم کلی پیشرفت کنیم😍یه دوست پایه,7,"3/23/2022, 10:17:14 AM"
1400new_world1209,سلام، عید شما مبارک ، پری هستم ۳۴ سالمه و ساکن تهران هستم ، حسابداری خوندم ، از پیاده روی و سفر و تماشای فیلم لذت میبرم ، یه ادم برونگرا ، مهربون ، احساساتی ، شاد ، سر زنده ، عاشق اهنگ و رقص و شدیدا خانواده دوست هستم ، تمام سعیمو میکنم که همیشه صادق باشم ، بحث و دعوا رو دوست ندارم ، همیشه مراقب سلامت و خصوصا تغذیه ام هستم ، دوست دارم با یه آقای خانواده دوست ، محترم ، مهربون ، شاد ، سالم از نظر جسمی و روحی ، ترجیحا سفیدرو و ورزشکار ، تحصیلکرده ، عاشق سفر و طبیعت ، متمکن از نظر مالی ، مستقل و صاحب اختیار ، حتما خوش اخلاق و ساکن تهران باشند آشنا بشم، ممنون از یلدای عزیز 😘🌺,3,"3/23/2022, 10:16:42 AM"
nayyeri_30ma,"با سلام و احترام 
سال نو شما مبارک 
بهترین ها سهم همیشگی زندگیتان
از خدا بهترینها رو برای شما آرزومندم 🌹🙏🌱",1,"3/23/2022, 10:15:45 AM"
atefeh_taheri_,@_nafiseh_74_ نفیسه اینجا دنبالش بگرد 👀,2,"3/23/2022, 10:04:38 AM"
soudabe_bazargan,@m.o2276 👏,1,"3/23/2022, 10:04:26 AM"
soudabe_bazargan,😂,1,"3/23/2022, 10:04:01 AM"
mohammadnafeirahmani,امیدوارم شلدون کوپرت رو پیدا کنی,2,"3/23/2022, 10:03:06 AM"
salehrobo,@sara_sam806 من b1 با منشن خوندم بدم نمی یاد با اشتارتن ویا هم بخونم اش 👌🏻,2,"3/23/2022, 10:02:22 AM"
sahel_daryaa_,@fatima_shakeri @faezeh.dell @_aida.a1989 خب دوستان، نوبتی ام باشه نوبت دعای سال نوی منه 😁😂 ببینم چه میکنید 😁🧡💛,8,"3/23/2022, 10:26:15 AM"
mah_saady,سلام. من برای دیت پیام نمیزارم اما. اونایی ک عاشقن و عاشقیو  دوس دارن و اهل شعرو شاعری ان خوشحال میشم ب پیج من سر بزنن و برای هم پست هارو بفرستن  بلکم. زودتر ب مرحله خواستگاری برسن 😆با تشکر😎😉,2,"3/23/2022, 10:26:02 AM"
sa.ssanaz,دور از جون ... پیدا میشه اتفاقا ... صبور باش 😍😍😍😍,0,"3/23/2022, 10:23:25 AM"
emrankarimizade,@saharnazttt بخاطر ثوابش بود والا😂,0,"3/23/2022, 10:49:57 AM"
reyha.nee1997,"سلام. عیدتون مبارک. این اکانت فیک هست. من یه دختر ۲۵ ساله هستم که به خاطر تحصیل تقریبا ۶ ساله تهرانم و قصد دارم بمونم. درونگرام و احساساتی ولی منطقی هم هستم. اینکه درونگرایی من درک بشه خیلی مهمه برام چون اکثرا ادما بم میگن درک میکنن ولی اصلا بهم زمان نمیدن که یخم اب بشه! ادم صمیمی هستم اما راحت صمیمی نمیشم… پر حرف نیستم … طاقت اینکه بشینم ساعت‌ها حرفای چرت و پرت بزنم و گوش بدم هم ندارم… درواقع هر چیزی به اندازه‌ش. من دنبال آدمی هستم که شبیه به خودم باشه و همو درک کنیم و از این درک عشق و احترام بوجود بیاد. ادم رابطه‌های دو سه سال و موقت نیستم… اگر برای هدف پایدار بودن و پایدار شدن نباشه اصلا نمیتونم ادامه بدم. من برای شناخت طرف مقابلم زمان لازم دارم.  تفریحاتم معاشرت هست و کافه گردی و بیرون رفتن … از جمع دوستانه خیلی لذت میبرم اما بیشتر ترجیح میدم به حرف ادما گوش بدم، کمی هم کتاب میخونم( خودشناسی و …) کمی هم به عکاسی علاقه دارم. توو حوزه رشته‌ی خودم شاغل هم هستم. به شدت لازم دارم تا یه وقتایی برای خودم باشم و محدود نباشم. فیلم هم میبینم گاهی… شنونده خوبی هستم، همراهی و همدلی رو خوب بلدم. سفر رو دوست دارم. گردش‌شهری هم دوست دارم. مذهبی هم نیستم اما اینکه به عقاید احترام بذاریم خیلی برام مهمه!
ظاهر هم من قدم از نظر بلندی خوب و‌مناسبه فکر میکنم و دوست دارم کسی که کنارمه مثلا ۱۷۵ به بالا باشه. شکل و قیافه هم برام مهمه نه اینکه زیبای بهشتی منظورم باشه، اما به دلم بشینه. اگر کسی مایل بود دایرکت میتونیم صحبت کنیم و با پیج اصلیم صحبت رو ادامه میدیم.❤️",2,"3/23/2022, 10:48:23 AM"
mohammadnafeirahmani,@sareh_sina30 از؟,0,"3/23/2022, 10:39:06 AM"
mohammadnafeirahmani,@amirpasha.khalilpur_crane روانشنااااااس😂,0,"3/23/2022, 10:36:44 AM"
m_o_h_a_m_m_d_pv,@zahra.zargar96 چرا فکر می‌کنید واقعی نیست 🤨😂,1,"3/23/2022, 10:33:43 AM"
yade__ayam,اقا بیاید یه قرار بزاریم باهم یه جایی و گپ بزنیم و‌دوست معمولی باشیم ،شایدم زمان خودش مشخص کرد,7,"3/23/2022, 10:33:30 AM"
maryamzangene__,@sahari_azr سلام عزیزم منم همدانیم میتونم عضو بشم؟😍😍,2,"3/23/2022, 10:31:52 AM"
hanie426,Where is my love😢,5,"3/23/2022, 10:30:45 AM"
marjan.paintworld,من مرجان هستم .۳۴ساله از گیلان . شغل اصلیم حسابداری نقاش هستم . علاقمند به طبیعت گردی . انتظار دارم از طرف ک در مسیر پیشرو باهم پیشرفت کنیم,2,"3/23/2022, 10:29:03 AM"
sahel_moghaddam,@sahel_daryaa_ @somayehakhlaghii تو رو چون با اون اکانت نمیتونستم منشن کنم با این یکی اومدم 😁 یا شانس و یا اقبال دیگه... ببینم چه میکنید 😁😁,2,"3/23/2022, 10:27:54 AM"
hamidhhm1,سلام حمید هستم 25 سال ساکن شرق تهران . درونگرا زیاد اهل معاشرت نیستم ولی دنبال یه نفرم تجربه های جدیدو با هم داشته باشیم متاسفانه ظاهر برام مهمه تا حدودی و مسافت که بتونیم راحت با هم بریم بیرون  دیگه این که همیشه دیر میرسم سر این پست :)),1,"3/23/2022, 10:27:03 AM"
mshd1990,نمیدونم گفتنش اینجا درست یا نه اما میگم....مهرداد و ۳۰ سالمه...دنبال روابط عمیق نیستم و با خودم و شرایطم خوشحالم و بیشتر دنبال آشنایی با آدمها و شکلی از روابط شبیه وان نایت هستم....آها تهرانم,1,"3/23/2022, 10:26:55 AM"
marjan.ysp,@ashkanzohoorian 😂😂شب عید هیشکی دست خالی نمیره,0,"3/23/2022, 11:00:26 AM"
ashkanzohoorian,@simsim.bbz حتما ی دفترچه کنار دستت باشه,1,"3/23/2022, 11:00:05 AM"
sareh_sina30,@mohammadnafeirahmani خوزستان,2,"3/23/2022, 10:59:41 AM"
ashkanzohoorian,شب عید بوده خریدن همه رو,1,"3/23/2022, 10:59:30 AM"
sahel_daryaa_,😂😂😂 اتفاقا هم سن و هم شهری تو زیادن فقط چشم ها را باید شست جور دیگر باید دید! 😁😁,1,"3/23/2022, 10:58:33 AM"
_naaa_zaniiin_,دوستِ دختر چی؟ نمیشه اینجا پیدا کرد؟ 😂,9,"3/23/2022, 10:57:57 AM"
barsaavoshns,@faezeh.mohammadib هستم پااااایه😂,1,"3/23/2022, 10:55:29 AM"
mahtab_samieazar,چقدر تعداد پسرهاکمه😔,4,"3/23/2022, 10:55:12 AM"
marjan.ysp,@ashkanzohoorian لعنتی چرا اخه 😂😂,0,"3/23/2022, 10:53:11 AM"
somayehakhlaghii,@sahel_moghaddam 😂😂😂 به سن من که نمیخوره باشد که برای تو مفید باشه,2,"3/23/2022, 10:52:51 AM"
simsim.bbz,@ashkanzohoorian باید نکته برداری کنم از کامنتا 😂تا یادم بمونه,0,"3/23/2022, 10:52:00 AM"
emrankarimizade,@soudabe_bazargan كاش بفهمن اونايي ك بايد بفمن😂,0,"3/23/2022, 10:50:28 AM"
alimazarei7,من که ترجیح میدم دایرکت خودمو معرفی کنم 😉 فقط اینقدر بگم روانشناسم ۳۹ سالمه و  اهل شیرازم,8,"3/23/2022, 11:04:50 AM"
drn_hamed,@mahx.125 خیلی هم خوب، موفق باشید🙌,0,"3/23/2022, 11:03:13 AM"
